loss,values
7.681671,761.34906
8.795319,761.6904
7.994934,762.0223
8.094238,762.36414
8.569336,762.70624
8.763611,763.05383
7.7249146,763.40497
8.571024,763.7455
7.503235,764.08813
8.4322815,764.4263
7.9580994,764.76697
8.325409,765.0991
8.275299,765.43164
7.5944214,765.77527
7.9006042,766.1199
8.419476,766.4568
8.319214,766.7889
8.22995,767.1226
8.161102,767.45734
7.941162,767.79675
8.611633,768.13525
8.040924,768.4753
8.569214,768.81006
8.403076,769.15295
8.275452,769.48865
9.310714,769.8371
8.675158,770.17804
8.526642,770.5073
8.564209,770.85205
7.9961243,771.19836
8.090338,771.53546
7.9562683,771.87445
8.001221,772.2129
8.7812195,772.5465
8.002686,772.88525
8.787537,773.2199
8.321838,773.5552
8.098785,773.8896
8.400757,774.2322
8.740448,774.56824
8.376068,774.90686
8.95049,775.24713
8.412079,775.57684
8.337507,775.916
8.425964,776.2541
9.180817,776.598
7.8731384,776.9369
8.254395,777.26886
8.6085205,777.6012
8.020416,777.9385
8.620026,778.285
8.474182,778.616
8.121314,778.9522
8.481201,779.28784
8.027435,779.62695
9.044312,779.96277
8.051117,780.29724
8.386993,780.6299
8.833557,780.9612
8.232086,781.3055
8.668579,781.6477
8.16156,781.977
7.828064,782.31384
8.32975,782.6506
7.763855,782.9857
8.480011,783.32544
8.465057,783.6554
8.850189,783.98987
8.329042,784.3234
8.225708,784.66174
8.24704,784.9983
8.307678,785.344
8.427734,785.6824
8.491638,786.02606
8.334045,786.357
8.249725,786.6914
7.9184875,787.0232
8.180298,787.3618
8.313112,787.7017
8.074127,788.02985
7.9606934,788.3749
8.64356,788.70526
7.871155,789.0414
8.312622,789.3733
8.72629,789.7085
8.134674,790.02515
7.46817,790.35223
8.681244,790.683
8.328125,791.01135
8.244385,791.34033
8.065002,791.6759
8.164795,792.0108
8.322479,792.34546
8.173126,792.6791
8.321991,792.99854
8.563171,793.33044
8.367462,793.6654
8.182428,793.99945
8.633026,794.3274
8.464111,794.6632
8.285217,794.99023
8.193134,795.32947
8.146088,795.66174
8.110931,795.9997
8.0956135,796.32056
8.141174,796.6547
8.499756,796.9855
8.976105,797.3111
8.64151,797.6393
8.262238,797.9627
7.949066,798.2968
8.887421,798.64294
7.9004517,798.97565
8.915278,799.2992
8.010895,799.6364
8.470276,799.9751
7.9433594,800.312
9.1049,800.6461
8.384766,800.97394
8.173035,801.3058
8.744965,801.63965
8.128662,801.9611
8.451355,802.2906
8.712555,802.6244
8.332245,802.958
8.690216,803.28735
8.174377,803.61475
8.900543,803.9459
8.1649475,804.2787
8.3246155,804.6084
8.93158,804.943
8.7567215,805.29224
8.050781,805.62256
8.598236,805.9567
8.165619,806.2792
8.922083,806.6127
7.8771057,806.94354
8.520905,807.2705
8.313324,807.5941
8.150665,807.9291
8.575165,808.2516
8.204742,808.5802
8.429016,808.9109
8.400269,809.2373
8.200012,809.55975
8.477173,809.89465
8.24176,810.23145
8.241425,810.5633
8.0867,810.88934
8.647827,811.2098
8.433594,811.53625
8.48053,811.86316
7.630829,812.1915
8.064087,812.5177
8.3316345,812.84534
8.683594,813.1709
8.362366,813.50256
8.670898,813.8312
8.191864,814.1663
8.316254,814.49805
8.500153,814.8257
8.926179,815.14435
8.034851,815.4707
7.931549,815.7931
8.265991,816.1145
8.232941,816.4382
8.563498,816.76416
8.563812,817.0925
8.057129,817.4226
8.5784,817.7637
8.304321,818.08484
8.332855,818.42303
8.019501,818.74133
8.617676,819.0733
8.098114,819.40173
8.464478,819.7253
8.330292,820.05347
9.021759,820.3819
8.119171,820.72174
8.735168,821.04364
8.8815,821.37146
8.702791,821.6993
8.609924,822.02563
8.390198,822.35077
8.642181,822.67596
8.795044,823.0037
8.151642,823.32654
7.8982544,823.6538
8.373993,823.9788
8.892761,824.3151
8.312592,824.64374
8.570664,824.9725
8.559204,825.2996
8.3324585,825.62646
8.655731,825.94305
9.125671,826.27905
8.411957,826.6091
8.742554,826.9293
8.339539,827.2576
8.17453,827.58203
8.258179,827.9072
8.33111,828.23047
7.82605,828.5493
8.4473915,828.87024
8.445526,829.18945
8.292053,829.5114
8.030731,829.83527
8.533691,830.15686
8.517212,830.4732
7.970764,830.80566
8.430725,831.1295
8.2013855,831.447
8.322296,831.76843
7.8821106,832.0856
8.601532,832.4072
8.245868,832.7333
8.573608,833.0501
7.7738953,833.3706
8.710632,833.6903
8.056061,834.0113
8.384857,834.3302
7.63266,834.65094
7.842765,834.97656
8.288361,835.3026
8.441212,835.62396
7.7700853,835.9471
8.536926,836.2594
8.482208,836.5839
8.203766,836.9143
8.34259,837.2367
8.449738,837.5588
8.184937,837.8766
8.436157,838.2041
8.116455,838.5204
8.844238,838.8408
8.000366,839.1645
8.72876,839.48816
8.344967,839.81396
8.476105,840.1416
8.045166,840.4578
8.247345,840.7743
7.9382935,841.09314
7.9446716,841.40906
8.407379,841.7324
8.5034485,842.0581
7.9319153,842.3714
8.336113,842.6904
8.335602,843.008
8.592922,843.32764
8.069183,843.6449
8.094786,843.97284
8.272919,844.29944
8.19223,844.62
8.245117,844.9447
8.263367,845.2678
8.43985,845.5901
8.495636,845.9126
8.772186,846.234
8.600616,846.5564
8.384888,846.87946
8.499084,847.2008
8.791443,847.5129
8.494392,847.8347
8.1744995,848.1452
8.097158,848.4678
8.780731,848.77844
8.40097,849.0962
7.9987183,849.4184
7.6312866,849.7393
8.689003,850.0539
8.126251,850.371
8.726654,850.7011
7.970398,851.0291
8.132767,851.3475
8.656708,851.6663
8.088348,851.9807
8.694153,852.297
8.496674,852.62225
8.361511,852.94806
8.268036,853.25464
8.561584,853.571
8.410187,853.89276
7.871521,854.2097
8.240295,854.5242
8.729004,854.8503
8.361206,855.17035
8.364075,855.49146
8.502777,855.81366
8.29599,856.1382
8.320099,856.4572
7.6810303,856.7802
8.095581,857.0919
8.664398,857.4077
8.746632,857.7324
8.548767,858.05286
8.772045,858.37195
8.868866,858.68286
8.141632,858.9916
7.9292297,859.3045
8.46637,859.6301
8.306183,859.94824
7.958008,860.2612
8.158752,860.5795
8.074829,860.9051
7.917694,861.2136
9.060005,861.52954
8.090485,861.84955
8.116901,862.1717
8.282074,862.49036
8.163788,862.8014
7.7252502,863.119
7.583679,863.4428
7.952881,863.756
8.193024,864.0731
9.049255,864.3915
8.101305,864.7158
7.9042664,865.02905
8.40094,865.3338
8.368927,865.6543
8.367279,865.9723
7.825836,866.2916
8.372214,866.61414
7.790161,866.9271
8.750153,867.24756
7.4725823,867.56006
8.670593,867.8714
8.150299,868.1898
8.687073,868.504
8.390076,868.8035
7.6623535,869.1134
7.906769,869.4303
7.955475,869.74414
7.570709,870.05383
7.9679565,870.3747
8.309111,870.68713
7.588928,871.0047
8.3602295,871.32666
7.9656067,871.64197
7.964142,871.95703
9.135559,872.2737
7.666746,872.59186
7.483429,872.90704
8.766357,873.22217
8.288691,873.5371
8.141235,873.84656
8.060333,874.16815
8.141083,874.4836
8.168304,874.79346
8.854645,875.1079
7.6515503,875.4189
8.419159,875.7323
8.899384,876.0437
8.017975,876.36084
8.085114,876.6717
8.288239,876.9868
8.713867,877.3031
8.374786,877.61536
7.714386,877.9415
8.193726,878.24634
7.9892883,878.5597
8.084381,878.87775
8.031647,879.18896
8.697479,879.4977
7.227936,879.82245
8.588928,880.1344
8.584808,880.4479
8.053925,880.7635
8.647705,881.08044
7.9772034,881.39404
8.177124,881.7093
8.460693,882.0171
9.036163,882.32056
8.046082,882.6384
8.733154,882.95013
8.782654,883.26697
7.643341,883.5796
8.454285,883.8923
8.766204,884.2046
8.2508545,884.5209
8.27047,884.82227
8.1753235,885.13477
8.140717,885.43994
8.542755,885.7459
9.039673,886.0541
8.38501,886.3624
8.630396,886.6687
8.602051,886.97784
8.1922035,887.2876
8.790455,887.59973
7.7698364,887.9139
8.221924,888.2266
8.211121,888.5345
8.5494995,888.843
8.644121,889.1566
8.276935,889.468
8.553986,889.7738
8.550568,890.0858
8.202637,890.40564
8.133423,890.7124
8.67569,891.0261
8.17393,891.3463
8.708221,891.65955
8.678009,891.9743
8.138031,892.2857
8.570648,892.59924
8.558899,892.9121
7.7024536,893.2288
8.053314,893.5336
8.999908,893.8373
8.183838,894.1538
8.327881,894.4627
8.365875,894.7706
8.478851,895.08044
7.6875916,895.3913
8.431626,895.7025
8.531738,896.0078
8.655457,896.31396
8.573822,896.6277
7.9272156,896.94617
8.069458,897.2461
8.931122,897.5587
8.643616,897.8664
8.272888,898.17896
8.525421,898.49243
8.14444,898.7986
8.07962,899.1116
8.317286,899.41406
8.27301,899.72363
8.276398,900.03094
8.572196,900.345
8.206451,900.64526
8.605774,900.95135
8.194183,901.2617
9.280853,901.56903
8.573151,901.8826
8.481476,902.1864
8.377878,902.4998
8.422791,902.81006
8.135742,903.1153
7.8621826,903.42554
7.915497,903.735
7.9545593,904.05066
7.7975454,904.35657
8.439545,904.65607
8.565765,904.9619
8.152008,905.27423
8.782042,905.58105
7.7521057,905.88666
8.492004,906.1969
8.347321,906.5088
8.368103,906.8144
8.447144,907.11957
8.017609,907.42584
8.5155945,907.7264
8.783234,908.03064
8.730377,908.33203
8.491943,908.6395
8.592529,908.94836
8.586761,909.2551
8.564758,909.56067
8.881897,909.8782
8.300995,910.1847
8.424408,910.48755
8.216243,910.7993
8.253937,911.1104
8.469116,911.4144
8.143005,911.7227
8.265625,912.0271
8.319641,912.3329
9.211113,912.6312
9.159637,912.93176
8.470673,913.2362
8.523529,913.542
8.29748,913.8457
7.8641663,914.14764
8.782532,914.4518
8.011444,914.766
8.247681,915.0731
8.169417,915.3722
8.327698,915.6793
8.555511,915.9841
8.093542,916.28735
8.2057495,916.5934
8.739746,916.8997
8.559593,917.2114
8.207092,917.51715
8.790375,917.81866
7.9904175,918.1208
8.144104,918.4193
8.146698,918.72186
8.905151,919.01904
8.421295,919.3243
8.074799,919.6343
8.718475,919.9287
8.415131,920.24286
8.09433,920.5434
8.589113,920.853
8.298981,921.1544
7.9737854,921.46155
8.776184,921.7621
8.483276,922.067
8.373962,922.3727
8.616669,922.6743
8.398834,922.9685
8.403442,923.2707
7.8503723,923.5773
8.619476,923.8879
8.1796875,924.19385
8.335602,924.49475
8.126678,924.7986
8.52314,925.1019
8.862579,925.3926
8.048919,925.6919
8.24231,925.99164
8.443268,926.3001
8.397369,926.603
8.667328,926.9083
8.353882,927.216
7.9852295,927.52026
8.296356,927.8199
8.251129,928.1177
8.792742,928.4263
8.410492,928.73236
8.070404,929.0321
8.099274,929.3277
8.11283,929.6281
8.044861,929.924
8.665466,930.22815
7.5798035,930.53375
8.36166,930.84
8.827423,931.139
8.016388,931.44836
8.718445,931.7511
8.445465,932.0662
8.049042,932.3622
8.190094,932.6619
8.508636,932.95874
8.973297,933.25653
8.59112,933.5512
8.470795,933.8478
8.556335,934.1533
8.188568,934.4617
8.525511,934.7606
8.851473,935.0641
8.202881,935.3594
7.6794434,935.65564
8.800995,935.9586
8.557129,936.2627
8.282257,936.5646
8.465546,936.86993
8.354828,937.17487
8.670593,937.4758
8.129822,937.78125
8.534058,938.0842
8.668852,938.3884
8.8897705,938.6808
8.245473,938.98334
8.190399,939.28723
8.338221,939.5881
8.07428,939.88354
8.391327,940.189
8.44458,940.4914
8.16571,940.7854
8.016815,941.0864
8.684937,941.389
8.329385,941.6874
8.277252,941.9833
8.154633,942.279
8.200684,942.57654
8.358795,942.87537
8.743378,943.1663
8.016205,943.4629
8.745453,943.76056
8.640869,944.0638
8.347565,944.35394
8.399441,944.6516
8.0295105,944.9433
8.915741,945.2389
8.223206,945.5326
7.49527,945.8351
8.386353,946.1333
8.222168,946.4346
7.9799805,946.73145
8.035675,947.02313
8.091156,947.32227
8.268646,947.61676
7.806946,947.91034
8.346985,948.20825
7.645996,948.5106
7.7911406,948.8115
7.9250183,949.10736
8.398102,949.40515
8.664124,949.70483
8.308075,950.00525
8.094025,950.3055
7.936371,950.5949
7.858124,950.8945
8.0672,951.18524
8.472168,951.4868
8.080261,951.78534
8.736847,952.0748
8.398499,952.37866
8.191229,952.6743
8.421173,952.9726
8.570257,953.2692
8.269019,953.5741
8.355469,953.87256
7.91391,954.16455
8.140625,954.4552
8.50647,954.7466
7.667633,955.03906
8.287928,955.3329
8.538574,955.6292
8.400085,955.9287
8.462341,956.23047
8.497101,956.52496
8.152283,956.8218
8.584045,957.1173
8.898918,957.412
8.293152,957.69867
8.2464905,957.9885
7.7135925,958.28906
8.537476,958.5902
8.562134,958.8874
8.490997,959.1838
7.9600525,959.4772
8.449219,959.76605
8.490601,960.0591
8.752563,960.35693
7.7647095,960.6461
8.550815,960.9448
7.970337,961.23553
8.750427,961.5359
8.828727,961.8394
8.268585,962.1378
8.41098,962.43604
7.9851685,962.7214
8.0625,963.0111
7.973938,963.3026
8.02063,963.5987
8.500092,963.89294
8.074829,964.1913
8.37146,964.4842
8.135925,964.784
8.204407,965.0842
8.67984,965.3838
8.789001,965.67816
8.415588,965.97046
8.328766,966.2635
8.4201355,966.56445
8.726685,966.8534
8.508392,967.1484
8.599924,967.4327
8.359985,967.73706
8.200684,968.0286
8.517796,968.3149
7.951599,968.6037
7.892853,968.88794
8.643555,969.182
8.018585,969.4739
8.350769,969.76855
8.126852,970.0648
8.65567,970.35925
8.735718,970.65405
8.158295,970.9464
8.431244,971.23865
8.561096,971.5299
8.649991,971.8242
8.10791,972.11914
8.423771,972.4101
7.9200745,972.70483
8.121979,972.9982
8.021027,973.2892
8.329546,973.5814
8.338684,973.8739
8.35907,974.1642
8.568146,974.45703
7.9248962,974.7504
8.210175,975.04553
8.595642,975.3364
8.383301,975.626
8.862427,975.91876
8.092377,976.20496
8.235077,976.49207
8.031586,976.78534
8.202881,977.07336
8.18335,977.3657
8.40448,977.65784
8.444611,977.95264
8.070129,978.2446
8.187866,978.5293
8.584747,978.81714
8.537605,979.11084
8.005005,979.4087
8.193207,979.70105
7.8049316,979.9892
8.414459,980.2784
8.414001,980.5737
8.314941,980.8729
8.029541,981.16565
7.501251,981.45715
8.799286,981.74927
8.169556,982.03345
7.9725037,982.33057
8.934448,982.619
8.746462,982.9144
7.7063904,983.20197
8.811859,983.4889
8.754639,983.7787
8.042419,984.072
8.56842,984.3536
8.155975,984.6477
8.749258,984.93616
8.522125,985.2355
8.256805,985.5181
8.084259,985.81116
8.523285,986.1044
8.419922,986.3889
8.540619,986.67896
8.659302,986.98413
8.055057,987.2667
8.713623,987.5476
8.236664,987.84204
8.463684,988.125
8.035034,988.41846
8.388794,988.70764
8.315308,988.996
8.546997,989.2883
8.753143,989.58167
8.254791,989.8728
8.485474,990.16125
8.730194,990.4497
8.534241,990.7451
8.157043,991.0303
8.653717,991.3173
7.829895,991.60645
8.17041,991.8979
8.726471,992.1856
8.241089,992.47125
8.333527,992.7517
8.587036,993.0394
8.330292,993.3252
8.88913,993.60767
7.981476,993.8927
8.5065,994.1721
8.324493,994.47174
8.280792,994.76953
8.405121,995.056
8.389648,995.34644
8.376801,995.64197
8.313171,995.92834
7.9833984,996.21375
8.083588,996.50244
8.875153,996.8
8.664093,997.08484
9.331268,997.3696
8.3461,997.65857
8.292664,997.9486
8.626217,998.2341
7.7854614,998.5156
7.931862,998.8025
8.776772,999.088
8.549164,999.3784
8.311981,999.66284
8.376038,999.9521
7.7701416,1000.2418
8.513489,1000.5319
8.018616,1000.82025
8.063721,1001.10516
8.148262,1001.3927
8.860077,1001.67883
8.918404,1001.96606
8.001709,1002.2593
8.285767,1002.536
8.311249,1002.8226
8.661102,1003.1107
8.095947,1003.40125
8.308891,1003.6835
8.141632,1003.9692
7.6851807,1004.2576
8.528076,1004.546
8.342957,1004.8394
8.246857,1005.11835
8.377045,1005.405
8.268219,1005.6932
8.172241,1005.9758
8.687927,1006.2622
7.792694,1006.5536
8.602386,1006.84265
8.829681,1007.1318
8.964844,1007.4178
8.280182,1007.7036
8.242615,1007.9897
8.600494,1008.26825
7.99704,1008.55286
8.326538,1008.8396
8.6501465,1009.1304
7.7335815,1009.40625
8.291412,1009.68994
8.34766,1009.9751
8.278107,1010.2526
8.519257,1010.5355
7.850189,1010.8185
8.516785,1011.10425
7.622589,1011.3905
8.007294,1011.68085
8.0589905,1011.9717
8.712189,1012.2615
8.419128,1012.54285
8.307617,1012.81415
7.849579,1013.0998
8.295715,1013.3821
8.515533,1013.663
8.467285,1013.9441
7.4877625,1014.2274
8.141724,1014.5112
9.168182,1014.79193
8.239685,1015.073
8.200106,1015.357
8.2023735,1015.64185
8.023865,1015.93054
8.123474,1016.2179
7.9852295,1016.51025
7.6774597,1016.791
8.106537,1017.0752
8.508358,1017.3594
7.7977905,1017.63617
8.319611,1017.91986
8.14743,1018.203
8.350983,1018.4813
8.370331,1018.7659
8.238159,1019.05005
7.9910583,1019.3337
7.8530884,1019.6212
8.397888,1019.902
8.732513,1020.1832
8.464722,1020.46564
8.461273,1020.7474
8.398102,1021.0339
8.460602,1021.32007
8.170441,1021.6004
8.270782,1021.88763
8.226789,1022.17035
7.617462,1022.46014
8.442098,1022.74146
8.526489,1023.03296
8.303131,1023.31335
8.432465,1023.59924
8.095245,1023.87854
8.306824,1024.1654
8.622055,1024.4431
8.723114,1024.7181
8.904266,1024.9912
8.192413,1025.282
8.183868,1025.5625
7.8452454,1025.841
7.601654,1026.1162
7.649811,1026.3965
8.614197,1026.679
8.371826,1026.9668
9.032166,1027.252
8.307312,1027.5272
7.5589294,1027.8032
7.7382812,1028.084
8.181793,1028.363
8.464081,1028.646
7.846924,1028.9221
8.031097,1029.1985
8.493439,1029.4741
8.391083,1029.758
7.8727417,1030.0383
8.358551,1030.3138
8.677856,1030.5917
8.578949,1030.8706
8.795197,1031.1489
8.108063,1031.426
7.6801453,1031.7102
8.539307,1031.9923
8.250977,1032.2822
8.465607,1032.5643
8.576752,1032.8434
8.665039,1033.1265
8.798492,1033.4026
8.225891,1033.6855
8.526245,1033.9673
8.17038,1034.2488
8.570557,1034.5332
8.775085,1034.8164
7.9792786,1035.0957
8.318176,1035.3718
8.67572,1035.6462
8.596497,1035.9297
8.116058,1036.2065
8.111267,1036.4829
8.404755,1036.7594
